customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,payment_method,num_support_calls,churn
1902,52,59.21,1423.6,Month-to-month,DSL,Yes,Mailed check,0,0
1903,3,95.08,1898.36,Two year,Fiber optic,Yes,Mailed check,2,0
1904,41,32.55,3965.08,Month-to-month,DSL,Yes,Credit card,0,0
1905,6,97.28,7320.38,One year,DSL,No,Bank transfer,2,1
1906,25,43.69,1709.48,Month-to-month,No,Yes,Credit card,1,1
1907,13,87.74,1171.04,Month-to-month,Fiber optic,No,Bank transfer,1,1
1908,8,76.58,6076.64,One year,Fiber optic,No,Bank transfer,1,1
1909,21,112.91,4014.94,One year,DSL,Yes,Credit card,1,0
1910,68,58.73,7296.05,Month-to-month,DSL,No,Bank transfer,1,0
1911,25,26.62,1189.98,Month-to-month,Fiber optic,Yes,Mailed check,2,0
1912,68,21.92,5174.5,Two year,No,No,Electronic check,2,0
1913,45,102.69,1878.38,Month-to-month,No,Yes,Bank transfer,2,0
1914,60,72.47,1270.95,Two year,Fiber optic,No,Mailed check,0,0
1915,12,97.52,5473.77,Month-to-month,Fiber optic,No,Credit card,4,1
1916,32,43.44,4757.6,One year,No,No,Bank transfer,3,0
1917,13,54.51,6043.52,Two year,Fiber optic,Yes,Mailed check,2,0
1918,31,23.01,2489.51,One year,Fiber optic,Yes,Bank transfer,2,1
1919,20,116.15,3594.81,Month-to-month,DSL,No,Credit card,0,1
1920,18,86.79,3255.66,One year,Fiber optic,No,Electronic check,0,0
1921,60,113.32,7873.03,Month-to-month,Fiber optic,No,Bank transfer,2,1
1922,63,46.55,2352.15,Month-to-month,No,Yes,Electronic check,1,1
1923,6,81.15,2372.64,Two year,Fiber optic,Yes,Bank transfer,0,0
1924,32,87.85,2849.29,One year,DSL,No,Bank transfer,2,0
1925,43,51.75,4525.46,One year,Fiber optic,Yes,Credit card,3,0
1926,2,104.81,2033.54,Month-to-month,No,Yes,Bank transfer,1,0
1927,60,114.72,7324.01,Month-to-month,DSL,Yes,Mailed check,1,0
1928,23,108.49,2140.17,Month-to-month,DSL,No,Mailed check,1,0
1929,31,93.91,7168.61,One year,DSL,No,Electronic check,1,1
1930,5,47.75,845.73,One year,Fiber optic,No,Electronic check,2,1
1931,34,48.16,5259.37,Month-to-month,Fiber optic,Yes,Mailed check,3,1
1932,10,116.34,7257.74,Two year,Fiber optic,No,Electronic check,2,0
1933,2,21.03,1366.62,Month-to-month,DSL,No,Electronic check,1,1
1934,11,91.6,7747.25,Month-to-month,No,Yes,Mailed check,2,0
1935,50,90.62,3634.01,Month-to-month,DSL,No,Mailed check,2,1
1936,31,82.27,7566.81,Month-to-month,DSL,No,Mailed check,0,0
1937,56,119.01,5421.02,Month-to-month,Fiber optic,Yes,Credit card,1,0
1938,9,51.19,2426.66,Two year,Fiber optic,No,Credit card,3,1
1939,21,54.0,1522.65,Month-to-month,DSL,Yes,Mailed check,2,0
1940,28,27.89,2443.81,Two year,DSL,No,Bank transfer,3,0
1941,62,64.28,762.28,Month-to-month,DSL,Yes,Mailed check,2,0
1942,7,46.1,1168.07,Two year,Fiber optic,Yes,Credit card,0,0
1943,16,54.34,855.19,One year,Fiber optic,Yes,Electronic check,1,0
1944,4,103.46,3395.09,Two year,Fiber optic,No,Bank transfer,4,1
1945,4,113.55,6368.72,Month-to-month,Fiber optic,No,Bank transfer,2,1
1946,40,38.57,1148.24,One year,Fiber optic,No,Electronic check,2,1
1947,17,57.25,1059.96,Two year,DSL,No,Bank transfer,1,0
1948,52,112.86,5154.56,Month-to-month,No,No,Electronic check,0,1
1949,52,26.18,1593.52,Month-to-month,No,Yes,Credit card,3,1
1950,36,29.24,798.93,Month-to-month,DSL,No,Bank transfer,1,1
1951,38,36.28,1351.45,Two year,DSL,Yes,Bank transfer,1,0
1952,50,79.52,7391.38,Month-to-month,DSL,Yes,Electronic check,2,1
1953,63,35.05,6575.34,Month-to-month,DSL,No,Electronic check,0,1
1954,63,116.81,2845.44,Month-to-month,Fiber optic,Yes,Credit card,3,0
1955,62,64.67,5253.45,Month-to-month,Fiber optic,Yes,Electronic check,0,0
1956,7,70.15,4307.46,Two year,Fiber optic,No,Electronic check,2,1
1957,27,44.67,5423.45,Month-to-month,Fiber optic,No,Credit card,1,1
1958,14,67.1,5467.72,One year,Fiber optic,No,Mailed check,2,0
1959,71,86.19,5037.3,Two year,Fiber optic,No,Mailed check,2,1
1960,5,95.12,2143.49,Month-to-month,DSL,No,Electronic check,1,1
1961,55,95.39,331.27,One year,DSL,No,Credit card,0,0
1962,2,77.79,3655.42,Month-to-month,Fiber optic,Yes,Mailed check,2,1
1963,62,110.44,7129.97,One year,DSL,Yes,Credit card,0,0
1964,21,101.74,4564.59,Month-to-month,DSL,No,Electronic check,2,0
1965,21,95.7,6662.48,One year,No,Yes,Electronic check,2,0
1966,10,25.56,7933.16,Month-to-month,Fiber optic,No,Credit card,2,1
1967,58,20.69,1325.66,Month-to-month,DSL,No,Bank transfer,2,1
1968,39,41.24,5540.39,One year,Fiber optic,Yes,Electronic check,0,0
1969,5,86.35,5400.86,Month-to-month,Fiber optic,Yes,Electronic check,0,1
1970,65,61.12,7840.04,One year,DSL,Yes,Electronic check,2,0
1971,13,60.24,7885.09,Month-to-month,DSL,Yes,Electronic check,1,0
1972,53,108.46,5499.7,One year,No,Yes,Credit card,1,0
1973,45,109.56,1964.05,Month-to-month,DSL,No,Credit card,3,1
1974,32,110.92,6392.48,One year,DSL,No,Credit card,2,0
1975,36,51.39,874.09,Month-to-month,Fiber optic,No,Credit card,3,1
1976,60,89.11,6249.98,Month-to-month,Fiber optic,Yes,Bank transfer,2,1
1977,11,47.16,7283.37,Month-to-month,DSL,Yes,Credit card,2,0
1978,63,39.06,3075.01,One year,DSL,No,Credit card,1,0
1979,21,38.46,5052.47,Month-to-month,DSL,No,Electronic check,0,1
1980,52,54.21,3452.54,Two year,No,No,Bank transfer,1,0
1981,55,63.0,3513.37,Two year,DSL,No,Electronic check,2,0
1982,26,103.09,2496.76,Month-to-month,Fiber optic,No,Bank transfer,3,1
1983,68,31.99,6101.79,One year,No,No,Mailed check,2,0
1984,34,93.49,7490.69,Month-to-month,DSL,Yes,Bank transfer,3,1
1985,52,73.15,7527.19,Month-to-month,No,No,Bank transfer,1,0
1986,52,48.79,1414.75,One year,No,Yes,Electronic check,1,0
1987,29,69.28,7000.45,One year,No,No,Bank transfer,1,0
1988,38,49.99,5904.7,One year,DSL,No,Bank transfer,2,0
1989,42,79.61,2037.64,Month-to-month,Fiber optic,Yes,Electronic check,0,1
1990,21,63.38,556.93,Month-to-month,Fiber optic,Yes,Mailed check,1,1
1991,42,36.44,2158.62,Month-to-month,No,Yes,Mailed check,0,0
1992,13,31.66,7299.42,One year,DSL,Yes,Mailed check,3,0
1993,64,74.67,5072.77,Month-to-month,Fiber optic,Yes,Bank transfer,1,1
1994,17,110.24,5774.02,One year,DSL,Yes,Electronic check,2,0
1995,9,54.4,2072.08,Month-to-month,DSL,Yes,Mailed check,1,0
1996,41,93.3,5760.72,Month-to-month,Fiber optic,Yes,Mailed check,0,0
1997,1,85.87,244.41,Month-to-month,Fiber optic,No,Mailed check,2,1
1998,2,113.16,3015.06,Month-to-month,Fiber optic,Yes,Mailed check,0,1
1999,60,102.1,5021.49,Month-to-month,Fiber optic,Yes,Electronic check,0,0
2000,48,76.66,1185.85,Two year,No,No,Mailed check,1,0
